action	guid	original	current
removed-demo	4cf47ad5b31ea6640addd4045fa77c8b	Assets/Feel/FeelDemos/Duck/Sounds/FeelDuckQuack.wav	
retained-guid	368b8371d6c95b34fae5ced0725180b1	Assets/Feel/MMTools/Core/MMExtensions/MMFloatExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMFloatExtensions.cs
retained-guid	0e932172a6c02a94c9cc24b921edb17e	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitTranslate.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitTranslate.cs
removed-demo	fc55c8af6f8df0c4c8143b592fc01603	Assets/Feel/FeelDemos/Bounce/Textures/FeelBounceGrass.png	
removed-demo	3258cbeb41f23b545a323883d7b047b9	Assets/Feel/FeelDemos/UIToolkitFeedbacksDemo/Fonts/UIToolkitDemo_BigJohn.otf	
removed-demo	f1c405f0504334b45bfbda5cce01f282	Assets/Feel/FeelDemos/Springs/Scripts/FeelSpringsVector2Demo.cs	
removed-demo	350805179906e424dac528881c5a5870	Assets/Feel/FeelDemos/Brass/Materials/FeelBrassGround2.mat	
removed-demo	b1c4826a9c46eef40a5ecdf4fda06c0f	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Chip03_col.png	
retained-guid	e10dd6620d1eaec43a30fad8fa6249bc	Assets/Feel/MMTools/Core/MMAttributes/MMHiddenPropertiesAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMHiddenPropertiesAttribute.cs
retained-guid	40702ed620cf055428c35adf00a2c9b1	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedDots.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_RedDots.mat
retained-guid	804768c8cbeb00b40bea53c5ddca6399	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_SpriteRendererAlpha.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_SpriteRendererAlpha.cs
removed-demo	f7201d9cdb3ce48338e0d5a2e3c5a483	Assets/Feel/NiceVibrations/HapticSamples/Nature/CatPurr1.haptic	
removed-demo	46eaa67e7ffc1eb47ae5e69fa1871856	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/NVBallAnimatorController.controller	
retained-guid	57633cde530d56a48995d0733efa9450	Assets/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuTabSpacer.prefab	Assets/Art/Prefabs/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuTabSpacer.prefab
retained-guid	161799775c19ed44495de8edf8935aa2	Assets/Feel/MMTools/Core/MMSaveLoad/MMPersistentBase.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMSaveLoad/MMPersistentBase.cs
removed-demo	73750401bf6aa114dbfd0b2f089f7c1a	Assets/Feel/FeelDemos/Brass/Scripts/FeelBrass.cs	
retained-guid	82e4fa932e1d3c149a960deb3e3144f5	Assets/Feel/NiceVibrations/OlderVersions/v2.0.1/NiceVibrations-v-2-0-1-readme.txt	Assets/Documentation/Feel/NiceVibrations/OlderVersions/v2.0.1/NiceVibrations-v-2-0-1-readme.txt
removed-demo	e95bc0f9cf6fa3b45ba4a4e45e2c460b	Assets/Feel/FeelDemos/Barbarians/Scripts/Barbarian.cs	
removed-demo	78fb08a13702cc2479701945bbb2a295	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Volumes_URP/MMFeedbacksDemoAltVolume.asset	
removed-demo	cabf8ba3256165e4387291afadf7dc31	Assets/Feel/FeelDemos/Tactical/Materials/FeelTacticalBulletImpactParticle.mat	
retained-guid	b0b3f00a75cc857439b13b8bafb37894	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/ObjectPool/MMMiniPoolableObject.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/ObjectPool/MMMiniPoolableObject.cs
removed-demo	5e7828fe329b7c44da7a14782d96a96d	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NV3Cols.png	
removed-demo	dc79960e9e1bea74d9d0ada77f5d9c48	Assets/Feel/FeelDemos/Barbarians/Models/Materials/Wood.002.mat	
removed-demo	22c2e60c97888824ead2488c0c0509ee	Assets/Feel/FeelDemos/Letters/Sprites/FeelLettersDemoMouth4.png	
retained-guid	267821bdecaf2b14993cc3df8c285df5	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Base/MMF_UIToolkitBoolBase.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Base/MMF_UIToolkitBoolBase.cs
removed-demo	bc8c3727d81b340f685d13c544c0662c	Assets/Feel/NiceVibrations/HapticSamples/Weapons/PistolFire3.wav	
retained-guid	ed6b74fe854687046873209aef2e5498	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringColor.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringColor.cs
removed-demo	7336cd5e6e4f74693ac6c4b607b671ef	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Pop1.wav	
removed-demo	48b04cd1c7e6c45c99033fb83f30c75e	Assets/Feel/NiceVibrations/HapticSamples/Objects/Keyboard1.haptic	
removed-demo	b1d5d990d8e6a10479fa4b29ada5f39f	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles67_nrm.png	
removed-demo	46e020243cfd35741b7273a2ba8d252a	Assets/Feel/FeelDemos/Wheel/Materials/FeelWheelSmokeMaterial.mat	
removed-demo	1374cfa9612054293957a7b66d7f8488	Assets/Feel/NiceVibrations/HapticSamples/Weapons/HeavyMachineGunFire1.haptic	
retained-guid	f96d4bb1a57044c4baa681871d059ec3	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringPaniniProjectionDistance_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringPaniniProjectionDistance_URP.cs
retained-guid	4de406fa905b7cd4586793dec9e9d93d	Assets/Feel/MMTools/Core/MMAttributes/MMDebugLogCommandAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMDebugLogCommandAttribute.cs
removed-demo	46dcfa1187f4a1e4cb3793dd1351f669	Assets/Feel/FeelDemos/Barbarians/Sounds/FeelBarbarianThunder.wav	
removed-demo	0080202e443918c4c883c28860ed43be	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Volumes_URP/MMFeedbacksDemoFilterVolume.asset	
retained-guid	0617763b4190c364093ae8e7b62aea45	Assets/Feel/MMTools/Accessories/MMGUI/MMSelectionBase.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMGUI/MMSelectionBase.cs
retained-guid	90a030b5ab0574cd9880e136f5e0261c	Assets/Feel/NiceVibrations/Scripts/Editor/HapticSourceInspector.cs	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Scripts/Editor/HapticSourceInspector.cs
retained-guid	50ff9811d84ffeb42b11f0d57157a346	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreyCrosses.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_LightGreyCrosses.mat
retained-guid	29420e3cb1cf4c4f93a2201b521f1024	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerCustomTrackSO.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerCustomTrackSO.cs
removed-demo	955627a6c0e766c4cb2b57b060d694a0	Assets/Feel/FeelDemos/Toaster/Materials/FeelToasterSmokeMaterial.mat	
removed-demo	323c4eafa4cfd9a4cac3ed60c6076fdb	Assets/Feel/FeelDemos/Springs/Audio/FeelSpringsTreeTalk4.wav	
removed-demo	1cfacca2bedb5f4418892d40cbe9018d	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingHat2.wav	
retained-guid	42dea95f190fc574eb0ce3f815cb2200	Assets/Feel/MMTools/Core/MMAttributes/MMDropdownAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMDropdownAttribute.cs
retained-guid	8fe23ce5bc9554f46aebd960ab58b9eb	Assets/Feel/MMTools/Core/MMRadio/MMEmitterReceiver/MMEmmiterReceiver.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMRadio/MMEmitterReceiver/MMEmmiterReceiver.cs
retained-guid	8d6b0cf6d1d21694084a7227b664276e	Assets/Feel/MMTools/Accessories/MMGUI/MMProgressBarDemoAuto.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMGUI/MMProgressBarDemoAuto.cs
removed-demo	51d42e1b295bb40feb427fa841e60e12	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Hover1.haptic	
retained-guid	0be258710b59b254097822aef1c6820e	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPParagraphSpacing.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPParagraphSpacing.cs
removed-demo	88867f4a6e97083478041a8bacc9b4bf	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingCrash2.wav	
retained-guid	fec2335f22dc84b549dd9dfdeebca3e0	Assets/Feel/MMTools/Foundation/MMControls/MMTouchControls.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMControls/MMTouchControls.cs
removed-demo	ba3d33391dcef4288a8ab5210877f166	Assets/Feel/NiceVibrations/HapticSamples/Weapons/DistanceGunShot1.wav	
retained-guid	a191453c9f5a69348a9014eb1f7a35d7	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitBackgroundColor.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitBackgroundColor.cs
removed-demo	e0ae0b66ec5c345169542bae58a3ec1d	Assets/Feel/NiceVibrations/HapticSamples/Objects/DoorKnob1.haptic	
retained-guid	5c362fec725a413469a94a06a01b6c75	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HairlineItalic SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HairlineItalic SDF.asset
removed-demo	8f1ed309a298a2742b829de2033346ab	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Textures/Paper/PaperNormal.png	
removed-demo	ab652d55be92c4caa86265a2e4a757d9	Assets/Feel/NiceVibrations/HapticSamples/Objects/Velcro2.wav	
retained-guid	f13474093d5e96142b32136ddb5a8a14	Assets/Feel/MMTools/Accessories/MMParticles/MMAutoDestroyParticleSystem.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMParticles/MMAutoDestroyParticleSystem.cs
removed-demo	d84a1570448aba14ea2b1badb79fb4b3	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/Rock2.fbx	
removed-demo	0789d73a41ec9a84c9ad76fb0ca559c1	Assets/Feel/FeelDemos/Tactical/Prefabs/FeelTacticalMuzzleflash.prefab	
removed-demo	bab3fe9fa1463de45989e98dbd99b341	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles12_rgh.png	
retained-guid	e5d1374627ebc7d4491c7eb256713f69	Assets/Feel/MMTools/Foundation/MMAnimation/MMAnimatorMirror.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAnimation/MMAnimatorMirror.cs
removed-demo	e6a455d6479c94839a0ef45a30089b17	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Body3.wav	
retained-guid	695c7cc8319cf894f914eacf53e3d143	Assets/Feel/MMTools/Core/MMHelpers/MMShufflebag.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMHelpers/MMShufflebag.cs
removed-demo	47ca88de8fe71724b854236576b6ddee	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Carpet10_AO.png	
retained-guid	e39702c3d8077294887f6c1ddec28589	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPOutlineColor.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPOutlineColor.cs
retained-guid	57d94797548149846b6fb7aec61488f2	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Resources/MMDefaultURPProfile.asset	Assets/Data/Feedback/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Defaults/MMDefaultURPProfile.asset
retained-guid	4474026fd06a48748b3ac7eef71e802d	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_PlayerDebugInput.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_PlayerDebugInput.cs
retained-guid	1a60ed48e41f7574f890b8669d6fbfe0	Assets/Feel/MMTools/Foundation/MMControls/MMTouchRepositionableJoystick.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMControls/MMTouchRepositionableJoystick.cs
retained-guid	c0952ef5bf0c90a4eb36a3217da349b6	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_AnimationCrossfade.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_AnimationCrossfade.cs
retained-guid	5202bb69e6dc1a44cacdac58197df245	Assets/Feel/MMTools/Core/MMReorderableList/reorderable-list-licence.txt	Assets/Documentation/Feel/MMTools/Core/MMReorderableList/reorderable-list-licence.txt
retained-guid	55d739433fa69b24e9b9e0fc7388da77	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_MMSoundManagerSoundControl.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_MMSoundManagerSoundControl.cs
removed-demo	52f42d07956fb43c6a69c229047bd7f9	Assets/Feel/NiceVibrations/HapticSamples/Nature/Thunder1.haptic	
removed-demo	59fe36bd4834fab44a9223e70f5fc73e	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/Scripts/BallDemoBall.cs	
retained-guid	f66839a3914de3d4db7c5682fc89f2fe	Assets/Feel/MMTools/Core/MMSaveLoad/MMPersistenceManager.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMSaveLoad/MMPersistenceManager.cs
removed-demo	df3bc9f5c2528c64b8492d7e3dce227e	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/ChristmasTreeOrnament01_met.png	
removed-demo	4bb041fafbc61b44899bc1dce5cc5c6f	Assets/Feel/FeelDemos/Strike/Materials/FeelStrikePinStripes.mat	
removed-demo	4af2802d0d23e0745b2171d0f301e6b1	Assets/Feel/FeelDemos/Strike/Materials/FeelStrikeReset.mat	
removed-demo	e9acbfc937f10684283102450bb59ac1	Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial.mat	
retained-guid	af18777bcf6ae2c47a02c3ff8adabb0e	Assets/Feel/MMTools/Core/MMReorderableList/Attributes/ReorderableAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMReorderableList/Attributes/ReorderableAttribute.cs
retained-guid	743d5178809b16b47a7cb50d29677882	Assets/Feel/MMTools/Core/MMAttributes/MMMonoBehaviour.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMMonoBehaviour.cs
retained-guid	45ff1ad6fa9e7af4ead4e1db1ed52877	Assets/Feel/MMTools/Core/MMHelpers/MMGUI.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMHelpers/MMGUI.cs
removed-demo	4e4fd698e0090124ea15a7ae5a30b84a	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-LightItalic.ttf	
retained-guid	6acbf0a8faacbb342ad72339d38c5a4d	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Shakers/MMPostProcessingMovingFilter.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Shakers/MMPostProcessingMovingFilter.cs
retained-guid	d948bd127b797e94fbf989672ffe1847	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringFloat.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringFloat.cs
removed-demo	0296fb91bec5d5042bdb1f4c2c089ca7	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Materials/SequencerTiles65.mat	
removed-demo	92ea895d681c10a4d9d9c279d63a9c87	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Textures/Paper/PaperCol.png	
removed-demo	fa892fcb699d82641aee0d59d88eeef8	Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Animations/SwapAnimation.anim	
removed-demo	27b2f1a81ed0042058d5e12a4ff355c9	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Alert1.haptic	
retained-guid	5a68e615c17d2bf49a1a082e34fd9b6e	Assets/Feel/MMTools/Foundation/MMControls/MMSwipeZone.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMControls/MMSwipeZone.cs
removed-demo	81e4191bebbffee49a87679d87cdc04e	Assets/Feel/FeelDemos/Duck/Sprites/FeelDuckSmoke.png	
removed-demo	bb5ae95fa892a584b9362792bc634f5b	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles67_AO.png	
retained-guid	2a42e638cd366184aad3203b2732b2e2	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyCrosses.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyCrosses.mat
removed-demo	4c96effbae347483baac103413c85cc5	Assets/Feel/NiceVibrations/HapticSamples/Objects/Coin1.haptic	
retained-guid	c6dc6bc8e4bb2834e80531c648886d13	Assets/Feel/MMTools/Accessories/MMActivation/MMDontDestroyOnLoad.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMDontDestroyOnLoad.cs
removed-demo	b1bb90fb3329f934cb84bfd897885fac	Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Animations/IdleAnimation.anim	
removed-demo	8713b5054e09e104a9016ff787798af1	Assets/Feel/FeelDemos/Brass/Materials/FeelBrassEqualizerBlock.mat	
removed-demo	2895683d30e4bf74f8646a4cc9a23ea5	Assets/Feel/FeelDemos/Toaster/PostProcessing/FeelToasterPostProcessingProfile_URP.asset	
retained-guid	c074591fd378046418957bf77882defc	Assets/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkVector2.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkVector2.cs
retained-guid	191c85d053c814242b6d9fab0a91b9f9	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HeavyItalic SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-HeavyItalic SDF.asset
removed-demo	81aa19699455c0c4f9dd8d95ec0de826	Assets/Feel/FeelDemos/Barbarians/Sounds/FeelBarbariansAttack2.wav	
removed-demo	f7876974a1b60ed4ca3dfd37f229386f	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/Sprites/NVBall.png	
removed-demo	fa8bcdcc1157f3840a8443f651fe600d	Assets/Feel/FeelDemosHDRP/Falcon/Sounds/FeelFalconEngineSound.wav	
retained-guid	7fb7575f8c305d244ba40b4b661d997c	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuButtonEvent.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuButtonEvent.cs
retained-guid	58f9c048a89d0d5448bf5972cdc13fad	Assets/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadTester.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadTester.cs
removed-demo	dff5162ac0a2c5c41aceac7a9ab82ccd	Assets/Feel/FeelDemosHDRP/Falcon/Lighting/FeelFalconReflectionProbe-2.exr	
removed-demo	e1f4bc00167c7604eb9c09d119ade645	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Fabric09_col.png	
removed-demo	699c16359745b45799bcd0733bf9d138	Assets/Feel/NiceVibrations/HapticSamples/SoundFX/CarEngine1.haptic	
removed-demo	4f5279e4af3c4234b8aa5937637aeabd	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NV7Dots.png	
removed-demo	c3967bad02b54413ca7668a203a329ab	Assets/Feel/NiceVibrations/HapticSamples/Nature/Splash1.haptic	
removed-demo	ceb8f62f18051d647a788511e5bafb05	Assets/Feel/FeelDemos/Letters/Scripts/LettersDemoManager.cs	
removed-demo	cf43e98c2e64a1c44b22aabeb44cd7ee	Assets/Feel/FeelDemos/MMSequencer/Scripts/MMSequencerDemoManager.cs	
removed-demo	af886413eac5dcb439c12b037deeef73	Assets/Feel/FeelDemos/Bounce/Materials/FeelBounceAxe.mat	
retained-guid	59b1afce1a5338c48befe053811a37df	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/MMSpringVector4.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/MMSpringVector4.cs
removed-demo	f278716c78dd78141a49815e47619c01	Assets/Feel/FeelDemosHDRP/Falcon/Materials/FeelFalconTires.mat	
removed-demo	f0eb40a74b537b2469752ad2107a03fc	Assets/Feel/FeelDemos/Snake/Scripts/SnakeFoodSpawner.cs	
retained-guid	07ea3ff88e1ecb84d91f58aa804badc6	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/Settings/MMSoundManagerSettings.asset	Assets/Data/Feedback/Feel/MMTools/Core/MMAudio/MMSoundManager/Settings/MMSoundManagerSettings.asset
retained-guid	2021724c083d14e468ef1f53b7d99472	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_ImageMaterial.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_ImageMaterial.cs
retained-guid	f122798344263f34ea0ec3c27298c57a	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Springs/MMSpringColorGradingTint.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Springs/MMSpringColorGradingTint.cs
retained-guid	09fb9010cab0ccd48b5c336634829ab7	Assets/Feel/MMTools/Core/Editor/MMPropertyControllers/ShaderControllerEditor.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMPropertyControllers/ShaderControllerEditor.cs
retained-guid	87cd835267fdf4e47b4c5974e3a3b4fc	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_DarkGreyFrame.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_DarkGreyFrame.png
retained-guid	a6aa03a6a85f38c43a3bd39d28ee09d1	Assets/Feel/readme.txt	Assets/Documentation/Feel/readme.txt
retained-guid	0988d9b4b34ac9c49a36cf9a04cf5776	Assets/Feel/MMTools/Accessories/MMUtilities/MMSceneRestarter.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMUtilities/MMSceneRestarter.cs
retained-guid	31579fc1a653bad4fb53e3b1931fdd27	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraOrthographicSizeShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraOrthographicSizeShaker.cs
retained-guid	bbf5e7decc40e8d4e9a6ad8c5046c26d	Assets/Feel/MMTools/Core/Editor/MMRadio/MMPropertyEmitterDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMRadio/MMPropertyEmitterDrawer.cs
retained-guid	80361f5e0185bb247a814457c589c1f3	Assets/Feel/MMTools/Accessories/MMActivation/MMOnMouse.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMOnMouse.cs
retained-guid	edcc1b3de33bacd4c81ff1a864d65f8c	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSpiral2NM.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSpiral2NM.png
removed-demo	f92424af8a6fa354d83079c4bf43b782	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/wip/Rocks21_col.png	
retained-guid	d6c55732adbfa0d4593bd219357d1a00	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Resources/MMDefaultHDRPProfile.asset	Assets/Data/Feedback/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Defaults/MMDefaultHDRPProfile.asset
removed-demo	58d88ba2c05b81745a46c081f0435f32	Assets/Feel/MMTools/Demos/MMOrbitalCamera/PostProcessing/MMOrbitalCameraPPProfile_URP.asset	
removed-demo	fe457f6a83be24b4e864d3cf8bcef5da	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles12_nrm.png	
removed-demo	a080b2252c3a59546a7462b0fb3ef79e	Assets/Feel/NiceVibrations/Demo/Common/Scripts/UI/MMFPSCounter.cs	
retained-guid	6ca15a4a57ce0a947835411d7c771538	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerAudioPool.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerAudioPool.cs
retained-guid	ff41eb325c823854b878fbc622f8d9fe	Assets/Feel/MMTools/Core/MMExtensions/MMScrollRectExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMScrollRectExtensions.cs
retained-guid	bda4c1805f4bd2f49923dfac1e1e004b	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerTrackEvent.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerTrackEvent.cs
retained-guid	d231e18e55f422349931d83925fdece0	Assets/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesLight.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesLight.png
removed-demo	4bebba443dfde234590941ced00055e3	Assets/Feel/FeelDemos/Toaster/Textures/FeelToasterSkybox.hdr	
retained-guid	ca4c1ca8bc423b748983b24393521cb7	Assets/Feel/MMTools/Accessories/MMGUI/SelectionBase.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMGUI/SelectionBase.cs
removed-demo	913454faafb0f7447b1c7d1f27b85cab	Assets/Feel/FeelDemos/SquashAndStretch/Materials/FeelSquashAndStretchTires.mat	
